0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
0 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40
-2.77452 -1.70515 -0.635789 0.433573 1.50294 2.5723 3.64166 4.71102 5.78039 6.84975 7.91911 8.98848 10.0578 11.1272 12.1966 13.2659 14.3353 15.4047 16.474 17.5434 18.6127 19.6821 20.7515 21.8208 22.8902 23.9596 25.0289 26.0983 27.1676 28.237 29.3064 30.3757 31.4451 32.5145 33.5838 34.6532 35.7225 36.7919 37.8613 38.9306 40
-2.84484 -1.77372 -0.702595 0.368526 1.43965 2.51077 3.58189 4.65301 5.72413 6.79525 7.86637 8.93749 10.0086 11.0797 12.1509 13.222 14.2931 15.3642 16.4353 17.5065 18.5776 19.6487 20.7198 21.7909 22.8621 23.9332 25.0043 26.0754 27.1465 28.2177 29.2888 30.3599 31.431 32.5022 33.5733 34.6444 35.7155 36.7866 37.8578 38.9289 40
-2.91527 -1.84239 -0.769509 0.303372 1.37625 2.44914 3.52202 4.5949 5.66778 6.74066 7.81355 8.88643 9.95931 11.0322 12.1051 13.178 14.2508 15.3237 16.3966 17.4695 18.5424 19.6152 20.6881 21.761 22.8339 23.9068 24.9797 26.0525 27.1254 28.1983 29.2712 30.3441 31.4169 32.4898 33.5627 34.6356 35.7085 36.7814 37.8542 38.9271 40
-2.98583 -1.91118 -0.836534 0.238111 1.31276 2.3874 3.46205 4.53669 5.61134 6.68599 7.76063 8.83528 9.90992 10.9846 12.0592 13.1339 14.2085 15.2832 16.3578 17.4324 18.5071 19.5817 20.6564 21.731 22.8057 23.8803 24.955 26.0296 27.1043 28.1789 29.2535 30.3282 31.4028 32.4775 33.5521 34.6268 35.7014 36.7761 37.8507 38.9254 40
-3.05649 -1.98008 -0.903669 0.172743 1.24916 2.32557 3.40198 4.47839 5.5548 6.63122 7.70763 8.78404 9.86045 10.9369 12.0133 13.0897 14.1661 15.2425 16.3189 17.3953 18.4718 19.5482 20.6246 21.701 22.7774 23.8538 24.9302 26.0066 27.0831 28.1595 29.2359 30.3123 31.3887 32.4651 33.5415 34.6179 35.6944 36.7708 37.8472 38.9236 40
-3.12728 -2.0491 -0.970915 0.107267 1.18545 2.26363 3.34181 4.41999 5.49818 6.57636 7.65454 8.73272 9.8109 10.8891 11.9673 13.0455 14.1236 15.2018 16.28 17.3582 18.4364 19.5145 20.5927 21.6709 22.7491 23.8273 24.9055 25.9836 27.0618 28.14 29.2182 30.2964 31.3745 32.4527 33.5309 34.6091 35.6873 36.7655 37.8436 38.9218 40
-3.19818 -2.11823 -1.03827 0.0416836 1.12164 2.20159 3.28155 4.3615 5.44146 6.52141 7.60137 8.68132 9.76127 10.8412 11.9212 13.0011 14.0811 15.161 16.241 17.321 18.4009 19.4809 20.5608 21.6408 22.7207 23.8007 24.8806 25.9606 27.0405 28.1205 29.2005 30.2804 31.3604 32.4403 33.5203 34.6002 35.6802 36.7601 37.8401 38.92 40
-3.2692 -2.18747 -1.10574 -0.0240077 1.05772 2.13945 3.22118 4.30291 5.38464 6.46637 7.5481 8.62983 9.71156 10.7933 11.875 12.9568 14.0385 15.1202 16.2019 17.2837 18.3654 19.4471 20.5289 21.6106 22.6923 23.7741 24.8558 25.9375 27.0192 28.101 29.1827 30.2644 31.3462 32.4279 33.5096 34.5914 35.6731 36.7548 37.8365 38.9183 40
-3.34033 -2.25682 -1.17332 -0.089807 0.993701 2.07721 3.16072 4.24423 5.32773 6.41124 7.49475 8.57826 9.66177 10.7453 11.8288 12.9123 13.9958 15.0793 16.1628 17.2463 18.3298 19.4133 20.4969 21.5804 22.6639 23.7474 24.8309 25.9144 26.9979 28.0814 29.1649 30.2484 31.3319 32.4154 33.499 34.5825 35.666 36.7495 37.833 38.9165 40
-3.41158 -2.32629 -1.241 -0.155715 0.929575 2.01486 3.10015 4.18544 5.27073 6.35602 7.44131 8.5266 9.61189 10.6972 11.7825 12.8678 13.9531 15.0383 16.1236 17.2089 18.2942 19.3795 20.4648 21.5501 22.6354 23.7207 24.8059 25.8912 26.9765 28.0618 29.1471 30.2324 31.3177 32.403 33.4883 34.5736 35.6588 36.7441 37.8294 38.9147 40
-3.48295 -2.39588 -1.3088 -0.22173 0.865343 1.95242 3.03949 4.12656 5.21364 6.30071 7.38779 8.47486 9.56193 10.649 11.7361 12.8232 13.9102 14.9973 16.0844 17.1715 18.2585 19.3456 20.4327 21.5197 22.6068 23.6939 24.781 25.868 26.9551 28.0422 29.1293 30.2163 31.3034 32.3905 33.4776 34.5646 35.6517 36.7388 37.8259 38.9129 40
-3.55444 -2.46558 -1.37672 -0.287855 0.801006 1.88987 2.97873 4.06759 5.15645 6.24531 7.33417 8.42303 9.51189 10.6008 11.6896 12.7785 13.8673 14.9562 16.0451 17.1339 18.2228 19.3116 20.4005 21.4894 22.5782 23.6671 24.7559 25.8448 26.9337 28.0225 29.1114 30.2003 31.2891 32.378 33.4668 34.5557 35.6446 36.7334 37.8223 38.9111 40
-3.62604 -2.53539 -1.44474 -0.354088 0.736563 1.82721 2.91787 4.00852 5.09917 6.18982 7.28047 8.37112 9.46177 10.5524 11.6431 12.7337 13.8244 14.915 16.0057 17.0963 18.187 19.2776 20.3683 21.4589 22.5496 23.6402 24.7309 25.8215 26.9122 28.0028 29.0935 30.1841 31.2748 32.3654 33.4561 34.5467 35.6374 36.728 37.8187 38.9093 40
-3.69776 -2.60532 -1.51287 -0.42043 0.672014 1.76446 2.8569 3.94935 5.04179 6.13423 7.22668 8.31912 9.41157 10.504 11.5965 12.6889 13.7813 14.8738 15.9662 17.0587 18.1511 19.2436 20.336 21.4285 22.5209 23.6133 24.7058 25.7982 26.8907 27.9831 29.0756 30.168 31.2604 32.3529 33.4453 34.5378 35.6302 36.7227 37.8151 38.9076 40
-3.7696 -2.67536 -1.58112 -0.486881 0.607359 1.7016 2.79584 3.89008 4.98432 6.07856 7.1728 8.26704 9.36128 10.4555 11.5498 12.644 13.7382 14.8325 15.9267 17.021 18.1152 19.2094 20.3037 21.3979 22.4922 23.5864 24.6806 25.7749 26.8691 27.9634 29.0576 30.1518 31.2461 32.3403 33.4346 34.5288 35.623 36.7173 37.8115 38.9058 40
-3.84156 -2.74552 -1.64948 -0.553441 0.542598 1.63864 2.73468 3.83071 4.92675 6.02279 7.11883 8.21487 9.31091 10.4069 11.503 12.599 13.6951 14.7911 15.8871 16.9832 18.0792 19.1753 20.2713 21.3673 22.4634 23.5594 24.6555 25.7515 26.8475 27.9436 29.0396 30.1356 31.2317 32.3277 33.4238 34.5198 35.6158 36.7119 37.8079 38.904 40
-3.91363 -2.81579 -1.71795 -0.620111 0.47773 1.57557 2.67341 3.77125 4.86909 5.96693 7.06478 8.16262 9.26046 10.3583 11.4561 12.554 13.6518 14.7497 15.8475 16.9453 18.0432 19.141 20.2389 21.3367 22.4345 23.5324 24.6302 25.7281 26.8259 27.9238 29.0216 30.1194 31.2173 32.3151 33.413 34.5108 35.6086 36.7065 37.8043 38.9022 40
-3.98583 -2.88618 -1.78654 -0.68689 0.412756 1.5124 2.61205 3.71169 4.81134 5.91098 7.01063 8.11028 9.20992 10.3096 11.4092 12.5089 13.6085 14.7081 15.8078 16.9074 18.0071 19.1067 20.2064 21.306 22.4057 23.5053 24.605 25.7046 26.8043 27.9039 29.0035 30.1032 31.2028 32.3025 33.4021 34.5018 35.6014 36.7011 37.8007 38.9004 40
-4.05814 -2.95669 -1.85523 -0.753779 0.347674 1.44913 2.55058 3.65203 4.75349 5.85494 6.9564 8.05785 9.1593 10.2608 11.3622 12.4637 13.5651 14.6666 15.768 16.8695 17.9709 19.0724 20.1738 21.2753 22.3767 23.4782 24.5797 25.6811 26.7826 27.884 28.9855 30.0869 31.1884 32.2898 33.3913 34.4927 35.5942 36.6956 37.7971 38.8985 40
-4.13057 -3.02731 -1.92404 -0.820778 0.282486 1.38575 2.48901 3.59228 4.69554 5.79881 6.90207 8.00534 9.1086 10.2119 11.3151 12.4184 13.5217 14.6249 15.7282 16.8315 17.9347 19.038 20.1412 21.2445 22.3478 23.451 24.5543 25.6576 26.7608 27.8641 28.9674 30.0706 31.1739 32.2772 33.3804 34.4837 35.5869 36.6902 37.7935 38.8967 40
-4.20312 -3.09804 -1.99297 -0.887887 0.217191 1.32227 2.42735 3.53242 4.6375 5.74258 6.84766 7.95274 9.05781 10.1629 11.268 12.373 13.4781 14.5832 15.6883 16.7934 17.8984 19.0035 20.1086 21.2137 22.3188 23.4238 24.5289 25.634 26.7391 27.8441 28.9492 30.0543 31.1594 32.2645 33.3695 34.4746 35.5797 36.6848 37.7898 38.8949 40
-4.27579 -3.1689 -2.062 -0.955107 0.151788 1.25868 2.36558 3.47247 4.57937 5.68626 6.79316 7.90005 9.00695 10.1138 11.2207 12.3276 13.4345 14.5414 15.6483 16.7552 17.8621 18.969 20.0759 21.1828 22.2897 23.3966 24.5035 25.6104 26.7173 27.8242 28.9311 30.0379 31.1448 32.2517 33.3586 34.4655 35.5724 36.6793 37.7862 38.8931 40
-4.34858 -3.23987 -2.13115 -1.02244 0.0862776 1.19499 2.30371 3.41242 4.52114 5.62985 6.73856 7.84728 8.95599 10.0647 11.1734 12.2821 13.3909 14.4996 15.6083 16.717 17.8257 18.9344 20.0431 21.1519 22.2606 23.3693 24.478 25.5867 26.6954 27.8041 28.9129 30.0216 31.1303 32.239 33.3477 34.4564 35.5651 36.6739 37.7826 38.8913 40
-4.42149 -3.31095 -2.20041 -1.08988 0.0206596 1.1312 2.24173 3.35227 4.46281 5.57335 6.68388 7.79442 8.90496 10.0155 11.126 12.2366 13.3471 14.4576 15.5682 16.6787 17.7893 18.8998 20.0103 21.1209 22.2314 23.3419 24.4525 25.563 26.6736 27.7841 28.8946 30.0052 31.1157 32.2262 33.3368 34.4473 35.5579 36.6684 37.7789 38.8895 40
-4.49452 -3.38216 -2.26979 -1.15743 -0.0450662 1.0673 2.17966 3.29202 4.40439 5.51675 6.62911 7.74147 8.85384 9.9662 11.0786 12.1909 13.3033 14.4157 15.528 16.6404 17.7527 18.8651 19.9775 21.0898 22.2022 23.3146 24.4269 25.5393 26.6516 27.764 28.8764 29.9887 31.1011 32.2135 33.3258 34.4382 35.5505 36.6629 37.7753 38.8876 40
-4.56767 -3.45348 -2.33928 -1.22509 -0.1109 1.00329 2.11748 3.23167 4.34587 5.46006 6.57425 7.68844 8.80263 9.91682 11.031 12.1452 13.2594 14.3736 15.4878 16.602 17.7162 18.8304 19.9445 21.0587 22.1729 23.2871 24.4013 25.5155 26.6297 27.7439 28.8581 29.9723 31.0865 32.2007 33.3148 34.429 35.5432 36.6574 37.7716 38.8858 40
-4.64094 -3.52491 -2.40889 -1.29287 -0.176842 0.939181 2.0552 3.17123 4.28725 5.40327 6.5193 7.63532 8.75134 9.86737 10.9834 12.0994 13.2154 14.3315 15.4475 16.5635 17.6795 18.7956 19.9116 21.0276 22.1436 23.2596 24.3757 25.4917 26.6077 27.7237 28.8398 29.9558 31.0718 32.1878 33.3039 34.4199 35.5359 36.6519 37.768 38.884 40
-4.71433 -3.59647 -2.47861 -1.36075 -0.242893 0.874965 1.99282 3.11068 4.22854 5.3464 6.46426 7.58211 8.69997 9.81783 10.9357 12.0535 13.1714 14.2893 15.4071 16.525 17.6428 18.7607 19.8786 20.9964 22.1143 23.2321 24.35 25.4678 26.5857 27.7036 28.8214 29.9393 31.0571 32.175 33.2929 34.4107 35.5286 36.6464 37.7643 38.8821 40
-4.78784 -3.66814 -2.54844 -1.42875 -0.309052 0.810644 1.93034 3.05004 4.16973 5.28943 6.40912 7.52882 8.64852 9.76821 10.8879 12.0076 13.1273 14.247 15.3667 16.4864 17.6061 18.7258 19.8455 20.9652 22.0849 23.2046 24.3243 25.444 26.5636 27.6833 28.803 29.9227 31.0424 32.1621 33.2818 34.4015 35.5212 36.6409 37.7606 38.8803 40
-4.86147 -3.73993 -2.61839 -1.49686 -0.37532 0.746217 1.86775 2.98929 4.11083 5.23236 6.3539 7.47544 8.59697 9.71851 10.84 11.9616 13.0831 14.2047 15.3262 16.4477 17.5693 18.6908 19.8123 20.9339 22.0554 23.177 24.2985 25.42 26.5416 27.6631 28.7846 29.9062 31.0277 32.1492 33.2708 34.3923 35.5139 36.6354 37.7569 38.8785 40
-4.93522 -3.81184 -2.68846 -1.56508 -0.441697 0.681684 1.80506 2.92844 4.05183 5.17521 6.29859 7.42197 8.54535 9.66873 10.7921 11.9155 13.0389 14.1622 15.2856 16.409 17.5324 18.6558 19.7792 20.9025 22.0259 23.1493 24.2727 25.3961 26.5194 27.6428 28.7662 29.8896 31.013 32.1363 33.2597 34.3831 35.5065 36.6299 37.7532 38.8766 40
-5.00909 -3.88386 -2.75864 -1.63341 -0.508183 0.617045 1.74227 2.8675 3.99273 5.11795 6.24318 7.36841 8.49364 9.61886 10.7441 11.8693 12.9945 14.1198 15.245 16.3702 17.4955 18.6207 19.7459 20.8711 21.9964 23.1216 24.2468 25.372 26.4973 27.6225 28.7477 29.873 30.9982 32.1234 33.2486 34.3739 35.4991 36.6243 37.7495 38.8748 40
-5.08309 -3.95601 -2.82893 -1.70186 -0.574778 0.552299 1.67938 2.80645 3.93353 5.06061 6.18768 7.31476 8.44184 9.56892 10.696 11.8231 12.9501 14.0772 15.2043 16.3314 17.4585 18.5855 19.7126 20.8397 21.9668 23.0938 24.2209 25.348 26.4751 27.6022 28.7292 29.8563 30.9834 32.1105 33.2375 34.3646 35.4917 36.6188 37.7458 38.8729 40
-5.1572 -4.02827 -2.89934 -1.77041 -0.641483 0.487447 1.61638 2.74531 3.87424 5.00317 6.1321 7.26103 8.38996 9.51889 10.6478 11.7767 12.9057 14.0346 15.1635 16.2925 17.4214 18.5503 19.6793 20.8082 21.9371 23.066 24.195 25.3239 26.4528 27.5818 28.7107 29.8396 30.9686 32.0975 33.2264 34.3553 35.4843 36.6132 37.7421 38.8711 40
